LAT_DEG,LONG_DEG,As
25.8551,88.539,5.4
25.7792,88.6739,11
25.7724,88.6399,2
25.8055,88.6061,0.5
25.6915,88.6749,3.1
25.7417,88.7022,3.3
25.6386,88.6713,5.6
25.5412,88.7124,0.5
25.5473,88.6751,1.8
25.571,88.623,0.5
25.5312,88.6187,2.1
25.6307,88.6305,0.5
25.6529,88.6428,0.5
25.9455,88.7222,3.5
25.9083,88.7267,0.6
25.8576,88.7438,2.7
25.8448,88.7774,1
25.8232,88.7817,3.1
25.8008,88.7467,0.5
25.6536,88.7864,2.5
25.6808,88.7689,0.5
25.7654,88.8125,1.5
25.7712,88.7816,13.4
25.7063,88.8078,0.5
25.6289,88.7704,0.5
25.6388,88.7175,0.5
25.5469,88.7643,0.5
25.5237,88.7601,0.5
25.394,89.0119,0.6
25.4319,88.9685,0.5
25.4285,88.9801,2.2
25.3261,88.9613,8
25.377,88.9682,0.5
25.3791,88.9949,0.5
25.4091,89.0553,0.5
25.428,89.0934,31.6
25.3951,89.1088,0.5
25.3589,89.1247,0.5
25.3219,89.1594,0.5
25.3352,89.0453,0.5
25.5,89.0152,0.5
25.5021,89.0617,0.5
25.3382,89.0033,0.5
25.2711,89.0068,0.5
24.8099,88.9349,0.5
24.8075,88.9375,0.5
24.8465,88.9229,3.7
24.8871,88.9145,0.5
24.8987,88.8852,1.4
24.8144,88.8806,3.2
24.8524,88.8825,0.5
24.8345,88.9451,1.2
24.7796,88.9536,0.5
24.7994,88.9638,1
24.9227,88.9029,0.5
24.9651,88.8986,0.5
24.9651,88.9033,14.9
24.9734,88.966,0.5
24.9295,88.9672,0.5
24.9297,88.9679,0.5
25.0281,88.976,0.5
24.9944,88.9697,1.5
24.991,88.9303,16.4
24.9093,88.7466,1.6
24.9124,88.7404,6.6
24.9219,88.7077,0.5
24.9533,88.7178,0.9
24.889,88.701,0.5
24.9473,88.7424,0.5
24.8876,88.738,0.5
24.8492,88.7363,0.5
24.8629,88.8418,0.5
24.6017,88.932,1
24.6241,88.9855,0.5
24.6253,89.0404,3.2
24.6625,88.9017,4.2
24.6638,88.9036,0.5
24.6758,88.8758,0.5
24.5888,89.0223,0.5
24.607,88.9771,0.5
24.6379,88.9406,1.1
24.8288,88.5688,0.5
24.803,88.5315,0.5
24.8053,88.5054,0.5
24.8101,88.4695,0.5
24.8549,88.4394,0.5
24.8253,88.6138,0.5
24.8652,88.6213,0.5
24.8901,88.6353,0.5
25.1429,88.5554,0.5
25.1258,88.5839,0.5
25.0983,88.5299,0.5
24.4874,90.9998,9.4
24.6191,91.1199,31.2
24.5582,91.1131,16.6
24.5266,91.1008,66.3
24.5552,91.01,81.4
24.5834,90.9794,29.6
24.4969,91.0536,5.4
24.4901,91.0689,27.4
24.4495,91.0812,86.8
24.4002,91.0644,82.7
24.4122,91.1335,0.7
24.3992,91.1168,11.4
24.1662,90.9259,217
24.1586,90.9326,21
24.1883,90.9133,31.6
24.1689,90.8376,32.9
24.1413,90.8733,49.6
24.1227,90.919,89.6
24.1599,90.9151,5.4
24.1334,90.9304,162
24.2784,90.8246,0.5
24.2509,90.7964,1
24.3265,90.8923,32.9
24.3392,90.8274,19
24.3403,90.8012,0.5
24.2775,90.7822,0.5
24.2508,90.7968,0.5
24.3225,90.9305,42.9
24.3125,90.9145,98.3
24.3685,90.9184,94.8
24.3743,90.9798,23.6
24.2669,90.9492,11
24.2868,91.0845,77.5
24.2706,91.0947,0.8
24.2568,91.1082,0.5
24.2751,91.1112,9.4
24.2723,91.1043,11.3
24.4648,90.8734,92
24.464,90.8684,54
24.3692,90.8672,176
24.4798,90.9465,21.6
24.4752,90.9316,26.8
24.2824,90.6382,0.9
24.3371,90.6198,0.5
24.3866,90.5374,0.5
24.3874,90.551,2.4
24.3934,90.5736,5.1
24.4284,90.5665,0.5
24.4284,90.5665,0.7
24.4485,90.5595,0.5
24.4517,90.5181,0.5
24.4471,90.3133,0.5
24.4477,90.2792,0.5
24.4144,90.3832,0.5
24.3075,90.3178,0.5
24.3273,90.3824,0.5
24.4351,90.4602,0.5
24.4165,90.4463,0.5
24.4165,90.4463,0.5
24.4067,90.3918,0.5
24.6451,90.3971,0.5
24.6259,90.4191,0.5
24.5831,90.3913,0.5
24.5852,90.3919,0.6
24.5426,90.3429,0.5
24.5617,90.5143,0.5
24.611,90.498,0.5
24.4812,90.3522,0.6
24.3712,90.3992,0.5
24.8416,90.559,0.5
24.8438,90.58,0.5
24.7361,90.5047,0.5
24.7295,90.5499,0.5
24.7561,90.5994,0.5
24.759,90.6342,109
24.7652,90.6662,1.2
24.7528,90.5746,0.5
24.7717,90.5702,2.8
24.5716,90.6886,0.5
24.5716,90.6886,7.8
24.584,90.7353,29.1
24.5745,90.7964,0.5
24.5799,90.7492,24.5
24.5368,90.7491,7.3
24.5311,90.704,60.8
24.5757,90.6203,0.7
24.5431,90.5609,0.5
24.7482,90.3921,0.5
24.7287,90.3698,0.5
24.6845,90.3736,1.2
24.6845,90.4098,0.5
24.7269,90.4117,0.6
24.7676,90.4441,36.1
24.7784,90.4361,59.4
24.7935,90.4067,45.7
24.8369,90.3404,0.7
24.7709,90.388,0.5
24.578,89.9731,39.9
24.5708,89.8565,11.8
24.5885,89.864,1.8
24.6017,89.8819,33.8
24.6176,89.8903,2.8
24.5482,89.9262,33.5
24.5404,89.8984,6.6
24.5113,89.89,4.1
24.3595,90.0447,39.3
24.3083,90.0311,17.3
24.3873,89.991,14.1
24.389,89.9906,9.7
24.389,89.9906,16.7
24.372,89.9611,45.5
24.4068,89.9116,14.7
24.3833,89.8675,7
24.3353,89.9191,4
24.2403,89.9353,1.3
24.2827,89.9546,21.5
24.2582,89.904,144
24.204,89.8893,17.4
24.2293,89.8663,30.6
24.2302,89.8498,0.6
24.248,89.8688,1.3
24.2593,89.8477,83.6
24.3242,89.8861,21.8
24.2942,89.9195,40.4
24.2468,89.9359,14.7
24.3191,90.1725,0.6
24.3168,90.1717,0.5
24.2109,90.1758,0.5
24.2762,90.1654,0.5
24.3455,90.1572,0.5
24.3523,90.2015,0.5
24.3964,90.1916,0.5
24.1526,89.9904,16.2
24.1751,89.952,38.9
24.2051,89.9368,153
24.1856,89.913,73.7
24.1403,89.9007,4.6
24.0611,89.882,149
24.0868,89.8785,30.3
24.2469,89.9108,20.1
24.0922,90.5973,0.8
24.0456,90.5739,0.5
24.1121,90.5726,0.5
24.1117,90.6298,0.5
24.1879,90.657,0.5
24.156,90.6298,0.5
24.1401,90.5795,0.5
24.2234,90.5775,0.5
24.1543,90.6705,0.5
23.9936,90.4521,0.5
24.0007,90.4173,0.5
23.9834,90.4253,0.5
24.0268,90.3812,0.5
24.0905,90.3452,0.5
23.9996,90.3996,0.5
24.0115,90.3241,0.5
23.9456,90.3827,0.6
23.8937,90.402,0.5
23.8955,90.4003,0.5
23.9829,90.6003,2.1
24.0111,90.5764,1.1
24.0078,90.5421,0.5
23.9882,90.5453,0.5
23.9778,90.5538,0.5
23.9277,90.4474,2.4
24.882,89.4492,0.5
24.9388,89.4081,632
24.967,89.4357,20.1
24.9051,89.5066,10.8
24.8636,89.4956,35.2
24.8796,89.4467,19.4
24.8352,89.4611,0.7
24.811,89.4849,8.6
24.7839,89.4751,1.7
24.8214,89.0438,0.5
24.8217,89.0418,1.4
24.8394,89.0222,1.2
24.7877,88.9936,1
24.8312,89.0749,1.4
24.7612,89.1017,0.5
24.7973,89.134,0.5
24.7918,89.2755,2
24.7627,89.248,0.5
24.8216,89.209,0.5
24.8369,89.2685,0.5
24.867,89.2462,0.5
24.8696,89.2154,0.5
24.896,89.2212,1.6
24.8909,89.2988,0.6
24.8583,89.2969,0.5
25.0069,89.3176,88
24.981,89.2047,2
24.9739,89.2582,1.4
25.0165,89.2838,6.3
25.0544,89.2679,1.9
25.0693,89.3269,91.7
25.0225,89.3323,1.7
25.019,89.4227,0.9
25.0168,89.368,41.5
24.9492,89.3475,2.1
24.8733,89.64,0.5
24.9167,89.6167,2.2
24.7783,89.6,0.5
24.9875,89.65,0.5
24.8929,89.5731,3
24.9334,89.5735,0.5
24.886,89.5631,150
24.9102,89.5415,37.3
24.8172,89.5474,0.9
24.8655,89.5532,0.5
24.9102,89.5415,23.7
24.9198,89.3242,0.5
24.948,89.2962,1.3
24.9537,89.3673,16.5
24.9038,89.3762,37.7
24.8809,89.3535,0.5
24.8453,89.3648,0.5
24.8453,89.3648,0.5
25.6649,89.617,0.5
25.5969,89.6167,14.3
25.759,89.7181,187
25.6751,89.6632,3
25.7278,89.6516,6
25.7369,89.6272,24.4
25.5847,89.5993,0.5
25.6716,89.5527,17.6
25.7019,89.5534,5.7
26.0016,89.6528,4
26.036,89.641,1.4
26.0372,89.6818,1.1
25.9687,89.6892,0.5
25.9604,89.6939,0.5
25.9182,89.7497,11.1
25.892,89.7088,0.5
25.9756,89.7314,3.3
25.9717,89.8069,62.9
25.9215,89.8235,2.9
25.9098,89.5733,0.5
25.9089,89.6235,0.5
25.9781,89.6026,2.5
25.9926,89.5202,0.5
25.9717,89.5348,0.5
25.9489,89.5533,0.5
26.0879,89.6694,0.5
26.1111,89.6678,2.3
26.1111,89.6678,3.5
26.1556,89.7373,9.3
26.0674,89.7684,23.6
26.0961,89.7069,2.5
26.0326,89.762,42.1
26.1447,89.6222,10.3
26.1786,89.6657,0.5
25.8762,89.679,1
25.8471,89.699,2.3
25.8172,89.734,0.5
25.8164,89.6937,0.7
25.9366,89.4645,0.5
25.9267,89.496,0.5
25.8602,89.505,4.2
25.8339,89.4571,0.5
25.8696,89.441,0.5
25.9053,89.4318,0.5
25.8436,89.4143,4.5
25.8709,89.3804,0.5
25.9124,89.434,0.5
25.9688,89.226,0.6
25.98,89.1872,1.3
26.0407,89.1981,1
25.9339,89.2547,0.5
26.0193,89.331,0.5
26.0001,89.261,0.5
25.9916,89.2417,9.2
25.9806,89.3206,0.5
26.3462,89.0343,0.5
26.3019,89.0834,0.5
26.2923,88.9721,1.7
26.252,89.0736,0.5
25.8958,88.8379,0.6
25.8387,88.8428,0.5
25.8947,88.9231,0.5
26.0317,88.8396,1.2
25.9942,88.7463,1.6
25.9797,88.8067,1.5
25.9445,88.9561,22.8
25.9537,88.9135,3.4
25.9343,88.8476,14.5
25.9363,88.853,0.5
26.0242,89.0051,0.5
26.044,89.0193,0.5
26.0849,89.0386,0.5
26.0742,88.9553,0.6
26.114,88.8914,3.3
26.035,88.9379,2.1
25.9726,88.9689,0.7
25.9714,89.033,0.5
26.0243,89.0048,0.9
26,89,0.5
25.8756,88.9917,4.9
25.9076,89.0116,0.5
25.8766,89.0944,0.5
25.9022,89.0895,1.7
25.9224,89.0557,0.5
25.951,89.0272,0.5
25.9201,88.9945,0.5
26.2534,88.7444,0.5
26.1978,88.7296,33.8
26.054,88.7413,0.5
26.1178,88.7623,0.5
26.1222,88.7341,0.5
26.0895,88.6997,0.5
26.0475,88.6696,1
26.137,88.6998,0.5
26.2636,88.3919,1.2
26.2067,88.3641,0.5
26.2347,88.4087,0.5
26.2855,88.444,12.8
26.3209,88.4559,0.5
26.1936,88.5511,0.8
26.4936,88.3396,0.5
26.5673,88.3841,1.4
26.6332,88.4156,0.5
25.867,88.3585,0.5
25.7249,88.3939,0.5
25.7745,88.3681,0.5
25.8018,88.3375,0.5
25.8138,88.3443,0.5
25.8669,88.3584,3.9
25.8645,88.3072,0.5
25.868,88.4548,0.5
25.9145,88.3592,0.5
25.9332,88.3743,1.9
25.9043,88.2552,0.5
25.862,88.2913,0.5
25.8929,88.2732,0.5
25.9411,88.3182,0.5
25.9797,88.2658,0.5
26.0006,88.2029,0.5
25.8717,88.2262,0.5
26.0385,88.454,4.9
26.0694,88.4319,6.5
26.138,88.4231,0.5
26.1713,88.3953,0.5
26.0592,88.3587,5.7
26.0151,88.3351,1.4
26.0367,88.4242,0.5
25.125,89.2019,3.1
25.1835,89.2191,0.5
25.0465,89.2071,3.1
24.9996,89.1744,0.8
25.0396,89.1751,0.5
25.1054,89.2333,0.5
25.0509,89.1767,7.7
25.0638,89.1665,0.9
25.0337,89.0218,0.5
24.9949,89.0237,0.5
24.9626,89.0195,0.5
24.9224,89.0187,0.5
24.8843,89.0192,0.5
24.8984,89.0509,0.5
24.9404,89.058,0.7
25.1016,89.0237,0.5
25.0895,89.0633,1.6
25.1029,89.105,0.9
25.137,89.0315,0.5
25.047,89.0234,0.5
24.5484,91.3159,136
24.5645,91.2835,42.6
24.564,91.2797,72.6
24.5564,91.2613,4.9
24.5968,91.2738,18.9
24.5981,91.2786,14.2
24.4893,91.1905,16.4
25.0698,91.4765,10
25.0817,91.5135,15.7
25.0738,91.52,8.1
25.0502,91.5259,0.5
25.047,91.5601,204
25.0435,91.5682,53.4
25.0069,91.5629,145
24.7925,91.3544,94.1
24.7775,91.3811,59.1
24.7428,91.3956,57.5
24.7431,91.4057,54.8
24.7573,91.4126,55.6
24.8031,91.3338,78.2
24.7018,91.3344,57.2
24.7173,91.3051,70.6
24.7005,91.2761,61
24.6499,91.2738,49.1
24.672,91.2696,43
24.7334,91.2086,44.3
24.7338,90.7679,0.5
24.7255,90.8072,0.5
24.7012,90.7639,0.5
24.6633,90.7674,0.5
24.6238,90.7876,0.5
24.6619,90.7863,0.5
24.6595,90.8458,33.6
24.6197,90.8597,79.5
24.7182,90.9442,15.9
24.7232,90.9747,154
24.7198,91.0127,92.5
24.6683,90.9613,105
24.6317,90.9674,54.9
24.704,90.9279,67.7
24.738,90.8827,1.6
24.735,90.9456,216
24.7979,90.806,7.7
24.7641,90.8588,0.7
24.7701,90.8867,0.5
24.8115,90.86,0.5
24.8277,90.8583,0.5
24.8079,90.8818,0.5
24.8961,90.8837,0.5
24.8961,90.8837,21.6
24.8748,90.8652,0.5
24.913,90.9017,10.9
24.9148,90.9213,3.6
24.9277,90.9384,27.2
24.9424,90.8357,29.8
24.9834,90.8394,12.6
24.7076,91.082,135
24.7509,91.0838,125
24.6911,91.1408,44.8
24.6997,91.1754,34.7
24.671,91.1654,28.2
24.6572,91.0503,127
24.9825,90.1307,3.3
25.0051,90.1667,0.5
25.0055,90.2128,1
24.9694,90.1816,0.5
24.9478,90.2192,0.5
24.9182,90.2144,17.2
24.9065,90.1859,1.6
24.9214,90.1356,5.2
24.9531,90.1519,54.4
25.1043,90.0416,6.7
25.1402,90.0442,0.6
25.2006,90.0183,5.8
25.213,90.0091,0.5
25.1921,90.069,36
25.192,90.0672,19.9
25.22,90.0349,2.4
25.1896,90.1184,19
25.1531,90.0887,46.1
25.1474,89.9353,11.4
25.106,89.9278,99.5
25.0878,89.9651,168
25.131,89.9829,2.6
25.0832,90.0006,6.5
24.815,89.8228,0.9
24.8262,89.7993,0.5
24.8368,89.7539,8.2
24.8568,89.783,13.3
24.8964,89.7576,0.9
24.8969,89.7303,15.4
24.8954,89.72,0.9
24.9221,89.7138,0.5
24.9601,89.7407,12.1
24.9964,89.7485,0.5
24.9811,89.8319,8.2
25.0291,89.8226,0.8
25.0371,89.8271,4.7
24.998,89.8453,4.4
24.9579,89.8534,12.8
25.0744,89.7733,2.9
25.0732,89.774,1.3
25.059,89.7239,3.1
25.0381,89.8339,9.4
25.1349,89.8822,23.6
25.1823,89.8712,11.4
25.1903,89.828,0.6
25.2262,89.8616,0.5
25.2348,89.8859,113
25.2699,89.8703,17.3
25.2904,89.8344,98.7
25.224,89.8321,2.2
25.2738,89.8318,0.5
25.2943,89.793,0.5
25.2564,89.7845,6.5
24.8418,89.9697,0.5
24.8014,89.9856,0.5
24.9221,89.9445,0.5
24.8651,89.982,0.6
24.8714,90.0247,0.5
24.8365,90.0495,0.5
23.9723,90.7251,17
24.0382,90.7176,71.3
24.038,90.7178,5.1
24.0206,90.6728,43.9
24.0711,90.6934,48
24.0725,90.7386,0.7
24.0401,90.7374,42.2
24.0309,90.7498,1.9
24.0604,90.7937,0.9
24.0198,90.8095,0.5
23.9334,90.7146,0.5
23.9309,90.7372,20.5
23.9114,90.6579,0.5
23.8598,90.6192,0.5
23.8403,90.6696,0.5
23.8136,90.6704,84.6
23.8757,90.6665,1.3
23.8212,90.734,192
23.8889,90.8016,45.9
23.9808,90.7279,52.4
24.0658,90.8415,1.3
24.1246,90.8287,6.3
24.1292,90.8357,120
24.1537,90.8097,5.8
24.1549,90.7731,2.7
24.0912,90.8498,1.9
24.0634,90.8805,48.5
24.0676,90.9223,163
24.5046,89.144,2.8
24.486,89.0939,0.6
24.4557,89.0481,1
24.4418,89.0703,0.5
24.5329,89.1775,0.5
24.5496,89.1974,0.5
24.5565,89.2342,0.5
24.5591,89.2794,0.5
24.373,89.6363,55.8
24.3217,89.6498,3.2
24.3484,89.6606,4.4
24.3713,89.6885,62.2
24.4005,89.6536,92.5
24.4397,89.6168,12.8
24.399,89.6034,3.1
24.3629,89.6585,51.9
24.5132,89.5964,2.5
24.465,89.5967,46.8
24.5102,89.5233,28.7
24.2542,90.3413,8.5
24.5491,89.5055,0.5
24.4814,89.4628,13.1
24.5277,89.4339,0.5
24.4481,89.4834,0.5
24.4143,89.5096,50.1
24.4512,89.5452,14.2
24.15,89.588,81.8
24.134,89.5928,61.7
24.0887,89.639,187
24.1799,89.5915,39.9
24.1996,89.5608,26.8
24.2257,89.5768,50.1
24.2201,89.5931,195
24.222,89.6206,51.5
24.1661,89.6232,80.6
24.5936,89.6644,1.2
24.6141,89.6176,0.5
24.6491,89.642,52.6
24.6495,89.6417,63.6
24.6569,89.6445,384
24.6896,89.6275,4.4
24.6588,89.5496,11.9
24.7153,89.6943,0.7
24.6917,89.7034,0.5
24.6435,89.7212,0.5
24.6882,89.7813,1.3
24.5665,89.6371,39.4
24.5904,89.6436,118
24.4577,89.7058,2.1
24.4457,89.7149,23.1
24.4861,89.7039,12.1
24.5264,89.6875,2.4
24.4282,89.7053,4.5
24.3892,89.715,10.4
25.3319,89.5479,0.5
25.3892,89.5261,0.5
25.4116,89.5325,5.5
25.3941,89.5714,0.5
25.3759,89.5538,3.9
25.3272,89.5899,11.7
25.2494,89.5546,12
25.3063,89.5525,1.5
25.3248,89.5486,23.4
25.2984,89.4949,11.2
25.3302,89.4708,5.9
25.3348,89.5338,22
25.3307,89.5409,0.5
25.2719,89.3025,3.8
25.244,89.3111,10
25.2478,89.372,12.9
25.2823,89.3547,7.9
25.287,89.389,30.7
25.3135,89.4341,84
25.2539,89.4918,6.5
25.2409,89.5037,15.6
25.2551,89.4482,0.5
25.2829,89.356,18
25.1291,89.6257,0.5
25.184,89.6248,0.9
25.2063,89.6503,2.2
25.1904,89.5901,0.5
25.1903,89.5903,26.6
25.2559,89.5775,3
25.2953,89.5892,0.5
25.3178,89.601,3.5
25.5659,89.526,0.6
25.5659,89.526,7.2
25.5365,89.5545,3.4
25.4985,89.5957,8.8
25.4581,89.5959,2.2
25.4801,89.5568,8.8
25.5141,89.5168,0.5
25.5141,89.4846,33.6
25.5962,89.4541,708
25.5818,89.5172,18
25.7674,89.4235,2
25.7748,89.4453,5.8
25.7596,89.4491,9.5
25.7368,89.4399,4.6
25.7156,89.4715,5.9
25.7711,89.3946,2.1
25.7603,89.372,5.7
25.7651,89.3468,0.5
25.8067,89.3412,0.5
25.7624,89.313,0.5
25.8321,89.254,0.5
25.8001,89.3091,5.9
25.8588,89.2518,4.7
25.8546,89.2195,0.5
25.885,89.2001,1.2
25.8789,89.1596,0.5
25.9182,89.1606,7.8
25.9461,89.132,0.5
25.8665,89.1008,0.6
25.8267,89.1145,0.6
25.4159,89.3064,0.5
25.3491,89.3369,0.5
25.6918,88.972,0.5
25.4789,89.364,36
25.4789,89.364,7.7
25.484,89.3173,0.5
25.4973,89.2002,0.5
25.4744,89.2203,1.4
25.4307,89.2325,0.5
25.3339,89.2775,0.5
25.4088,89.3278,0.5
25.6568,89.4143,0.8
25.6581,89.4133,3.5
25.6124,89.4135,24.5
25.6163,89.4343,298
25.5972,89.4826,15.6
25.6433,89.4919,14.2
25.6719,89.5032,1.7
25.7018,89.4812,6.9
25.6995,89.4409,2.2
25.6992,89.3882,0.7
25.7049,89.3449,0.5
25.6651,89.3567,0.5
25.7599,88.4887,0.5
25.7253,88.4647,0.5
25.7885,88.4534,0.5
25.7895,88.4225,1.2
25.8389,88.4553,0.5
25.8383,88.4719,2.4
25.6566,88.6025,0.5
25.734,88.5974,0.5
25.6941,88.5639,0.5
25.717,88.5406,3.9
25.6952,88.4874,9.2
25.626,88.521,0.9
25.5643,88.537,0.5
25.6308,88.5471,0.5
25.9068,88.5924,0.5
25.9238,88.5546,0.5
25.9122,88.5345,50.9
25.9438,88.64,6.1
26.0203,88.6286,54.2
25.9989,88.6915,0.5
25.9197,88.7208,6
25.8964,88.6947,0.5
25.856,88.6497,0.5
25.5753,88.9407,0.5
25.5433,88.9526,0.5
25.5866,88.967,0.5
25.6107,88.9777,0.5
25.6943,88.9098,0.5
25.6689,88.9183,1.5
25.6631,88.8843,0.5
25.6602,88.8418,0.5
25.5315,88.9489,0.8
25.4418,88.9734,0.5
25.4588,88.9691,0.5
25.5079,88.8236,0.5
25.5001,88.9501,4.7
25.4235,88.8995,0.5
25.4622,88.9286,0.5
25.2559,89.2425,0.5
25.2748,89.24,0.5
25.2971,89.2149,0.5
25.322,89.1927,0.5
25.2614,89.1877,0.5
25.2451,89.2843,0.5
25.3048,89.0091,0.5
25.2766,89.0131,0.5
25.2793,89.1275,1.3
25.2802,89.0664,1
25.0546,88.7627,6.6
25.0806,88.792,0.5
25.0144,88.8027,0.5
25.0503,88.7465,0.5
25.0201,88.6885,0.5
25.0626,88.7328,3.2
25.0832,88.6853,1.3
25.0974,88.6924,0.5
25.1063,88.6311,0.5
25.1615,88.7711,0.5
25.174,88.7508,0.5
25.1208,88.7641,0.5
25.1305,88.783,0.5
25.1529,88.8292,0.5
25.0786,88.9325,0.5
25.1208,88.927,5.5
25.1394,88.8846,0.5
25.0584,88.8211,0.5
25.025,88.42,0.5
25.0306,88.5066,0.5
25.0048,88.4993,0.5
24.9509,88.4857,0.5
25.0202,88.579,0.5
25.0256,88.5944,0.5
24.7031,88.9273,0.5
24.6765,88.9317,0.6
24.7117,88.9184,0.6
24.7305,88.9369,0.5
24.7064,89.1043,1.1
24.7161,89.0865,0.5
24.7728,89.052,0.5
24.7388,88.9604,0.5
24.7425,88.6811,0.5
24.7042,88.65,9.1
24.6833,88.68,2.2
24.6992,88.7117,244
24.7692,88.7083,164
24.76,88.7167,2.4
24.8117,88.7683,14.2
24.7733,88.8,0.9
24.7183,88.775,4.7
25.1039,88.5713,0.5
25.0296,88.6054,0.7
25.0492,88.5857,0.5